id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX00623,2026-03-03,Bandung,Aksesoris,Power Bank,1050000,5,5538000,E-Wallet,Perempuan,31,5,Ya,360000
TRX00624,2026-04-18,Jakarta,Smartphone,Vivo V30,2550000,6,15300000,Kredit,Laki-laki,27,3,Tidak,900000
TRX00625,2026-01-09,Malang,Laptop,Acer Aspire 5,12500000,1,12500000,Tunai,Laki-laki,38,5,Tidak,360000
TRX00626,2026-05-04,Bandung,Smartphone,Samsung Galaxy A15,4500000,4,18000000,Debit,Perempuan,22,1,Tidak,420000
TRX00627,2026-04-18,Jakarta,Smartphone,Xiaomi Redmi Note 14,2850000,1,3338000,Tunai,Laki-laki,59,5,Ya,1150000
TRX00628,2026-05-25,Surabaya,Laptop,Lenovo IdeaPad Slim 3,7750000,6,46500000,Tunai,Laki-laki,58,4,Tidak,550000
TRX00629,2026-01-18,Malang,Smartphone,Vivo V30,3550000,2,8521000,E-Wallet,Laki-laki,30,5,Ya,520000
TRX00630,2026-03-12,Malang,Laptop,HP 14,16700000,1,18962000,Debit,Perempuan,33,4,Ya,420000
TRX00631,2026-05-29,Jakarta,Laptop,ASUS Vivobook 14,10050000,2,20100000,Debit,Laki-laki,58,4,Tidak,800000
TRX00632,2026-03-29,Surabaya,Smartphone,Samsung Galaxy A15,5000000,1,5281000,Kredit,Perempuan,59,3,Ya,580000
TRX00633,2026-05-04,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,1450000,5,7250000,Kredit,Perempuan,39,3,Tidak,430000
TRX00634,2026-06-01,Malang,Elektronik Rumah Tangga,Kipas Angin,3050000,1,3050000,E-Wallet,Perempuan,24,3,Tidak,490000
TRX00635,2026-05-20,Bandung,Aksesoris,Keyboard Mechanical,200000,1,200000,E-Wallet,Laki-laki,44,1,Tidak,380000
TRX00636,2026-03-09,Malang,Smartphone,OPPO Reno 12,2500000,3,8237000,E-Wallet,Perempuan,34,5,Ya,380000
TRX00637,2026-06-30,Jakarta,Smartphone,Xiaomi Redmi Note 14,4000000,2,8000000,E-Wallet,Perempuan,33,2,Tidak,920000
TRX00638,2026-01-29,Jakarta,Laptop,HP 14,10400000,1,10951000,Tunai,Laki-laki,23,3,Ya,810000
TRX00639,2026-05-28,Bandung,Smartphone,OPPO Reno 12,9850000,1,11505000,E-Wallet,Laki-laki,38,4,Ya,440000
TRX00640,2026-06-23,Jakarta,Laptop,HP 14,13000000,2,31566000,Debit,Perempuan,45,3,Ya,960000
TRX00641,2026-01-31,Bandung,Smartphone,Xiaomi Redmi Note 14,8400000,2,16800000,Tunai,Laki-laki,58,2,Tidak,490000
TRX00642,2026-03-09,Bandung,Elektronik Rumah Tangga,Air Fryer,4100000,2,8200000,E-Wallet,Perempuan,58,5,Tidak,340000
TRX00643,2026-01-22,Jakarta,Elektronik Rumah Tangga,Kipas Angin,2750000,1,2750000,Debit,Laki-laki,44,4,Tidak,670000
TRX00644,2026-02-22,Bandung,Smartphone,Samsung Galaxy A15,11300000,4,53341000,Kredit,Laki-laki,33,5,Ya,410000
TRX00645,2026-04-05,Surabaya,Elektronik Rumah Tangga,Rice Cooker Digital,3250000,4,13000000,Kredit,Laki-laki,19,4,Tidak,820000
TRX00646,2026-06-05,Malang,Smartphone,Vivo V30,10100000,2,23313000,Debit,Laki-laki,53,4,Ya,430000
TRX00647,2026-04-01,Malang,Elektronik Rumah Tangga,Kipas Angin,5600000,6,33600000,Kredit,Perempuan,19,3,Tidak,370000
TRX00648,2026-06-06,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,4900000,1,4900000,Kredit,Laki-laki,19,5,Tidak,770000
TRX00649,2026-05-29,Bandung,Smartphone,Xiaomi Redmi Note 14,2650000,4,10600000,Kredit,Laki-laki,48,4,Tidak,380000
TRX00650,2026-01-01,Surabaya,Smartphone,OPPO Reno 12,8950000,3,26850000,E-Wallet,Laki-laki,41,3,Tidak,460000
TRX00651,2026-05-13,Bandung,Smartphone,Vivo V30,4800000,2,9600000,Tunai,Laki-laki,58,5,Tidak,480000
TRX00652,2026-02-21,Malang,Smartphone,Vivo V30,2900000,5,14500000,E-Wallet,Perempuan,52,3,Tidak,530000
TRX00653,2026-01-17,Jakarta,Laptop,Acer Aspire 5,8300000,1,8300000,Debit,Perempuan,46,4,Tidak,1010000
TRX00654,2026-05-22,Jakarta,Aksesoris,Keyboard Mechanical,500000,3,1500000,Kredit,Laki-laki,26,3,Tidak,920000
TRX00655,2026-06-05,Bandung,Aksesoris,Mouse Wireless,500000,2,1000000,E-Wallet,Laki-laki,35,3,Tidak,320000
TRX00656,2026-04-20,Surabaya,Smartphone,OPPO Reno 12,10700000,1,10700000,Kredit,Laki-laki,60,5,Tidak,790000
TRX00657,2026-05-27,Jakarta,Laptop,Lenovo IdeaPad Slim 3,15450000,1,15450000,Kredit,Perempuan,53,3,Tidak,960000
TRX00658,2026-06-22,Surabaya,Smartphone,Xiaomi Redmi Note 14,5850000,3,17550000,E-Wallet,Laki-laki,58,5,Tidak,460000
TRX00659,2026-05-31,Jakarta,Aksesoris,Keyboard Mechanical,750000,4,3000000,Tunai,Perempuan,57,3,Tidak,1250000
TRX00660,2026-01-11,Bandung,Smartphone,Xiaomi Redmi Note 14,9900000,4,39600000,Kredit,Perempuan,58,4,Tidak,350000
TRX00661,2026-05-04,Jakarta,Elektronik Rumah Tangga,Air Fryer,750000,1,750000,E-Wallet,Laki-laki,40,2,Tidak,1070000
TRX00662,2026-05-26,Jakarta,Aksesoris,Mouse Wireless,1200000,3,4473000,E-Wallet,Laki-laki,24,4,Ya,810000
TRX00663,2026-02-06,Jakarta,Smartphone,OPPO Reno 12,6250000,2,12500000,E-Wallet,Laki-laki,21,5,Tidak,780000
TRX00664,2026-06-29,Surabaya,Elektronik Rumah Tangga,Kipas Angin,7400000,4,29600000,Tunai,Laki-laki,43,2,Tidak,610000
TRX00665,2026-05-21,Surabaya,Smartphone,OPPO Reno 12,7950000,1,7950000,Kredit,Perempuan,24,3,Tidak,670000
TRX00666,2026-05-15,Bandung,Laptop,HP 14,8450000,2,16900000,Debit,Laki-laki,38,3,Tidak,320000
TRX00667,2026-04-27,Surabaya,Smartphone,Samsung Galaxy A15,2750000,3,8250000,Tunai,Perempuan,50,3,Tidak,650000
TRX00668,2026-02-26,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",500000,1,582000,E-Wallet,Laki-laki,46,4,Ya,1320000
TRX00669,2026-02-12,Surabaya,Aksesoris,Mouse Wireless,900000,3,2700000,Debit,Perempuan,48,5,Tidak,700000
TRX00670,2026-02-14,Malang,Laptop,Lenovo IdeaPad Slim 3,13900000,3,41700000,Kredit,Perempuan,57,4,Tidak,420000
TRX00671,2026-06-06,Bandung,Aksesoris,Headset Bluetooth,900000,3,2700000,Tunai,Laki-laki,42,4,Tidak,430000
TRX00672,2026-02-25,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",1650000,1,1650000,Tunai,Laki-laki,35,3,Tidak,450000
TRX00673,2026-01-26,Malang,Laptop,ASUS Vivobook 14,9700000,1,12003000,E-Wallet,Laki-laki,36,5,Ya,520000
TRX00674,2026-06-24,Surabaya,Elektronik Rumah Tangga,Air Fryer,5300000,2,10600000,E-Wallet,Laki-laki,41,3,Tidak,550000
TRX00675,2026-01-21,Jakarta,Smartphone,Xiaomi Redmi Note 14,5400000,2,11656000,Tunai,Laki-laki,44,3,Ya,1120000
TRX00676,2026-02-15,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,7200000,1,7200000,Debit,Perempuan,55,1,Tidak,600000
TRX00677,2026-05-15,Surabaya,Aksesoris,Mouse Wireless,200000,2,400000,Kredit,Laki-laki,40,3,Tidak,630000
TRX00678,2026-06-11,Malang,Laptop,HP 14,17400000,3,52200000,Debit,Laki-laki,37,5,Tidak,330000
TRX00679,2026-06-27,Malang,Aksesoris,Mouse Wireless,350000,1,350000,Tunai,Laki-laki,20,4,Tidak,620000
TRX00680,2026-04-03,Malang,Aksesoris,Power Bank,450000,1,503000,E-Wallet,Laki-laki,55,1,Ya,360000
TRX00681,2026-04-26,Jakarta,Laptop,ASUS Vivobook 14,13600000,5,68000000,Kredit,Laki-laki,41,3,Tidak,830000
TRX00682,2026-02-05,Surabaya,Smartphone,Vivo V30,9850000,6,59100000,Debit,Perempuan,36,4,Tidak,710000
TRX00683,2026-01-30,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,2400000,3,7200000,Kredit,Laki-laki,31,4,Tidak,280000
TRX00684,2026-04-08,Surabaya,Aksesoris,Mouse Wireless,900000,2,1800000,Kredit,Laki-laki,56,1,Tidak,700000
TRX00685,2026-06-27,Surabaya,Aksesoris,Headset Bluetooth,550000,3,1650000,E-Wallet,Laki-laki,39,2,Tidak,690000
TRX00686,2026-04-05,Jakarta,Smartphone,Vivo V30,5450000,1,5934000,E-Wallet,Perempuan,38,4,Ya,770000
TRX00687,2026-01-14,Surabaya,Smartphone,Xiaomi Redmi Note 14,6150000,2,12300000,E-Wallet,Laki-laki,58,4,Tidak,690000
TRX00688,2026-02-19,Bandung,Laptop,Acer Aspire 5,13750000,1,13750000,E-Wallet,Laki-laki,60,3,Tidak,490000
TRX00689,2026-05-10,Malang,Smartphone,Samsung Galaxy A15,7850000,1,7850000,E-Wallet,Laki-laki,59,5,Tidak,490000
TRX00690,2026-04-21,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,550000,3,1650000,Debit,Perempuan,44,4,Tidak,390000
TRX00691,2026-03-24,Malang,Aksesoris,Headset Bluetooth,1150000,3,4291000,Debit,Perempuan,55,5,Ya,440000
TRX00692,2026-01-27,Bandung,Smartphone,Xiaomi Redmi Note 14,8150000,3,24450000,E-Wallet,Laki-laki,18,1,Tidak,450000
TRX00693,2026-01-22,Jakarta,Aksesoris,Power Bank,1200000,2,2400000,Kredit,Laki-laki,55,4,Tidak,940000
TRX00694,2026-01-08,Surabaya,Laptop,Acer Aspire 5,11350000,2,22700000,E-Wallet,Perempuan,23,4,Tidak,490000
TRX00695,2026-01-04,Bandung,Elektronik Rumah Tangga,Kipas Angin,6450000,5,32250000,E-Wallet,Laki-laki,52,4,Tidak,430000
TRX00696,2026-05-05,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",7450000,4,36706000,Tunai,Laki-laki,45,1,Ya,620000
TRX00697,2026-03-15,Jakarta,Smartphone,Samsung Galaxy A15,10000000,2,22730000,E-Wallet,Laki-laki,28,4,Ya,870000
TRX00698,2026-01-21,Bandung,Smartphone,Xiaomi Redmi Note 14,5200000,1,5865000,E-Wallet,Perempuan,25,5,Ya,380000
TRX00699,2026-02-11,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,3600000,2,7200000,Tunai,Perempuan,27,3,Tidak,510000
TRX00700,2026-02-22,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,6000000,2,12000000,E-Wallet,Laki-laki,52,2,Tidak,490000
TRX00701,2026-03-05,Surabaya,Elektronik Rumah Tangga,Air Fryer,1650000,1,1757000,E-Wallet,Perempuan,31,5,Ya,620000
TRX00702,2026-01-16,Jakarta,Laptop,Acer Aspire 5,7600000,1,9362000,Tunai,Laki-laki,31,5,Ya,890000
TRX00703,2026-05-26,Jakarta,Laptop,Lenovo IdeaPad Slim 3,7750000,1,7750000,Tunai,Laki-laki,51,4,Tidak,860000
TRX00704,2026-05-16,Malang,Aksesoris,Mouse Wireless,650000,2,1300000,Tunai,Perempuan,34,3,Tidak,380000
TRX00705,2026-04-01,Surabaya,Elektronik Rumah Tangga,Kipas Angin,1550000,1,1786000,Kredit,Laki-laki,24,4,Ya,540000
TRX00706,2026-06-11,Bandung,Laptop,Acer Aspire 5,11650000,1,14367000,E-Wallet,Perempuan,53,5,Ya,440000
TRX00707,2026-02-02,Jakarta,Aksesoris,Power Bank,300000,1,322000,E-Wallet,Laki-laki,46,5,Ya,1220000
TRX00708,2026-06-06,Jakarta,Aksesoris,Mouse Wireless,100000,2,200000,Tunai,Perempuan,38,4,Tidak,960000
TRX00709,2026-06-08,Bandung,Aksesoris,Headset Bluetooth,500000,1,500000,Tunai,Laki-laki,55,4,Tidak,330000
TRX00710,2026-05-02,Bandung,Aksesoris,Headset Bluetooth,500000,1,585000,Debit,Perempuan,56,4,Ya,420000
TRX00711,2026-05-06,Jakarta,Laptop,Lenovo IdeaPad Slim 3,15600000,1,15600000,Debit,Laki-laki,34,3,Tidak,1140000
TRX00712,2026-04-26,Jakarta,Smartphone,Xiaomi Redmi Note 14,7300000,3,21900000,Kredit,Perempuan,53,1,Tidak,860000
TRX00713,2026-01-12,Surabaya,Aksesoris,Mouse Wireless,350000,1,350000,E-Wallet,Laki-laki,49,5,Tidak,610000
TRX00714,2026-03-24,Malang,Smartphone,Vivo V30,11900000,3,41078000,Kredit,Perempuan,32,4,Ya,500000
TRX00715,2026-05-24,Surabaya,Laptop,ASUS Vivobook 14,7400000,2,14800000,Kredit,Perempuan,60,2,Tidak,520000
TRX00716,2026-06-19,Bandung,Aksesoris,Power Bank,50000,1,50000,Kredit,Laki-laki,30,3,Tidak,480000
TRX00717,2026-06-29,Jakarta,Aksesoris,Headset Bluetooth,100000,5,500000,Tunai,Perempuan,39,5,Tidak,840000
TRX00718,2026-06-01,Surabaya,Aksesoris,Power Bank,600000,3,1800000,E-Wallet,Laki-laki,31,4,Tidak,580000
TRX00719,2026-02-05,Jakarta,Laptop,HP 14,13250000,2,26500000,E-Wallet,Laki-laki,20,4,Tidak,710000
TRX00720,2026-04-18,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",3450000,4,13800000,Kredit,Laki-laki,29,5,Tidak,620000
TRX00721,2026-05-22,Malang,Elektronik Rumah Tangga,Kipas Angin,6450000,1,6450000,E-Wallet,Laki-laki,26,4,Tidak,290000
TRX00722,2026-04-01,Bandung,Smartphone,Xiaomi Redmi Note 14,2800000,2,5600000,Debit,Laki-laki,32,2,Tidak,340000
TRX00723,2026-01-30,Surabaya,Smartphone,OPPO Reno 12,3250000,1,3250000,E-Wallet,Perempuan,39,4,Tidak,610000
TRX00724,2026-02-07,Bandung,Smartphone,Vivo V30,11450000,3,36461000,Kredit,Perempuan,24,3,Ya,320000
TRX00725,2026-01-14,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",2700000,1,2841000,Kredit,Perempuan,18,5,Ya,600000
TRX00726,2026-05-18,Jakarta,Elektronik Rumah Tangga,Air Fryer,3900000,2,8207000,Tunai,Laki-laki,42,4,Ya,990000
TRX00727,2026-02-14,Bandung,Aksesoris,Mouse Wireless,150000,1,150000,E-Wallet,Perempuan,22,5,Tidak,460000
TRX00728,2026-03-02,Jakarta,Laptop,ASUS Vivobook 14,7350000,1,9083000,E-Wallet,Perempuan,42,3,Ya,870000
TRX00729,2026-03-17,Jakarta,Laptop,HP 14,17000000,1,20834000,Debit,Laki-laki,33,5,Ya,720000
TRX00730,2026-04-29,Surabaya,Laptop,Acer Aspire 5,17000000,1,17000000,Kredit,Laki-laki,30,5,Tidak,740000
TRX00731,2026-02-21,Malang,Smartphone,OPPO Reno 12,5000000,2,10000000,Debit,Perempuan,19,5,Tidak,550000
TRX00732,2026-01-11,Malang,Elektronik Rumah Tangga,Kipas Angin,6100000,1,6980000,E-Wallet,Laki-laki,24,4,Ya,430000
TRX00733,2026-06-15,Surabaya,Laptop,Acer Aspire 5,9150000,1,9150000,E-Wallet,Perempuan,31,4,Tidak,600000
TRX00734,2026-04-04,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",2550000,6,15300000,Debit,Laki-laki,53,5,Tidak,490000
TRX00735,2026-05-28,Surabaya,Smartphone,Xiaomi Redmi Note 14,3800000,3,11400000,E-Wallet,Laki-laki,47,4,Tidak,490000
TRX00736,2026-01-17,Jakarta,Smartphone,Samsung Galaxy A15,7100000,1,7100000,E-Wallet,Perempuan,39,4,Tidak,1000000
TRX00737,2026-04-04,Jakarta,Laptop,Lenovo IdeaPad Slim 3,7450000,1,7450000,Tunai,Perempuan,47,3,Tidak,990000
TRX00738,2026-05-04,Malang,Aksesoris,Mouse Wireless,250000,2,500000,E-Wallet,Perempuan,48,3,Tidak,370000
TRX00739,2026-05-31,Surabaya,Smartphone,OPPO Reno 12,11250000,1,11250000,Tunai,Laki-laki,27,4,Tidak,540000
TRX00740,2026-05-06,Surabaya,Laptop,HP 14,13800000,2,29134000,E-Wallet,Laki-laki,49,4,Ya,510000
TRX00741,2026-05-16,Surabaya,Aksesoris,Power Bank,100000,3,333000,E-Wallet,Perempuan,27,4,Ya,580000
TRX00742,2026-05-16,Bandung,Aksesoris,Mouse Wireless,500000,1,500000,Debit,Perempuan,37,4,Tidak,390000
TRX00743,2026-06-20,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",6250000,2,14003000,Debit,Laki-laki,60,3,Ya,960000
TRX00744,2026-03-10,Surabaya,Smartphone,Xiaomi Redmi Note 14,4600000,1,4600000,Debit,Perempuan,31,3,Tidak,570000
TRX00745,2026-01-02,Jakarta,Smartphone,Xiaomi Redmi Note 14,6350000,5,31750000,Debit,Perempuan,48,2,Tidak,1090000
TRX00746,2026-04-19,Surabaya,Laptop,ASUS Vivobook 14,11350000,2,22700000,E-Wallet,Laki-laki,49,4,Tidak,650000
TRX00747,2026-01-21,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",4400000,3,13200000,E-Wallet,Laki-laki,21,3,Tidak,1010000
TRX00748,2026-04-11,Bandung,Smartphone,Xiaomi Redmi Note 14,5150000,1,5721000,Kredit,Laki-laki,36,4,Ya,410000
TRX00749,2026-01-13,Surabaya,Aksesoris,Mouse Wireless,1200000,1,1353000,Debit,Laki-laki,46,5,Ya,650000
TRX00750,2026-05-17,Bandung,Smartphone,Xiaomi Redmi Note 14,1900000,4,7600000,Kredit,Laki-laki,25,4,Tidak,390000
TRX00751,2026-06-01,Jakarta,Smartphone,OPPO Reno 12,2600000,3,8468000,Debit,Laki-laki,46,4,Ya,1000000
TRX00752,2026-04-23,Jakarta,Smartphone,Xiaomi Redmi Note 14,11600000,2,23200000,Debit,Perempuan,30,3,Tidak,1060000
TRX00753,2026-03-30,Malang,Laptop,ASUS Vivobook 14,12850000,1,12850000,Debit,Perempuan,34,3,Tidak,460000
TRX00754,2026-06-22,Surabaya,Smartphone,Samsung Galaxy A15,11150000,1,11150000,Tunai,Laki-laki,36,4,Tidak,700000
TRX00755,2026-03-30,Bandung,Aksesoris,Keyboard Mechanical,200000,2,449000,Tunai,Laki-laki,53,3,Ya,360000
TRX00756,2026-01-03,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",6050000,5,32672000,Tunai,Laki-laki,18,4,Ya,600000
TRX00757,2026-01-17,Bandung,Aksesoris,Mouse Wireless,1150000,1,1246000,Debit,Laki-laki,32,4,Ya,410000
TRX00758,2026-05-04,Bandung,Smartphone,OPPO Reno 12,6650000,1,6650000,Debit,Perempuan,60,5,Tidak,400000
TRX00759,2026-03-05,Surabaya,Smartphone,Vivo V30,8750000,4,37938000,Tunai,Perempuan,19,4,Ya,680000
TRX00760,2026-04-28,Bandung,Aksesoris,Power Bank,950000,4,3800000,Kredit,Laki-laki,45,5,Tidak,380000
TRX00761,2026-04-29,Bandung,Laptop,Acer Aspire 5,10000000,5,50000000,Debit,Perempuan,28,4,Tidak,360000
TRX00762,2026-01-02,Surabaya,Elektronik Rumah Tangga,Rice Cooker Digital,6700000,1,6700000,Tunai,Laki-laki,29,4,Tidak,720000
TRX00763,2026-03-21,Jakarta,Aksesoris,Keyboard Mechanical,200000,3,662000,Debit,Perempuan,37,4,Ya,770000
TRX00764,2026-06-25,Jakarta,Laptop,ASUS Vivobook 14,17800000,2,43008000,Debit,Perempuan,53,4,Ya,1120000
TRX00765,2026-04-28,Bandung,Laptop,HP 14,11400000,2,28049000,Tunai,Perempuan,41,5,Ya,300000
TRX00766,2026-06-03,Surabaya,Laptop,HP 14,10400000,4,41600000,Debit,Perempuan,36,4,Tidak,580000
TRX00767,2026-06-27,Surabaya,Smartphone,Vivo V30,9450000,1,9450000,Kredit,Laki-laki,32,5,Tidak,650000
TRX00768,2026-02-14,Jakarta,Smartphone,Samsung Galaxy A15,6300000,3,20724000,Tunai,Perempuan,37,4,Ya,1210000
TRX00769,2026-06-11,Surabaya,Smartphone,Vivo V30,5800000,1,5800000,E-Wallet,Laki-laki,46,3,Tidak,540000
TRX00770,2026-01-09,Surabaya,Laptop,Lenovo IdeaPad Slim 3,13550000,2,27100000,E-Wallet,Laki-laki,20,3,Tidak,540000
TRX00771,2026-03-24,Bandung,Elektronik Rumah Tangga,Kipas Angin,2550000,4,11595000,Debit,Laki-laki,26,3,Ya,430000
TRX00772,2026-06-21,Jakarta,Aksesoris,Power Bank,100000,3,300000,E-Wallet,Laki-laki,23,5,Tidak,770000
TRX00773,2026-04-15,Bandung,Laptop,Acer Aspire 5,12450000,1,12450000,Kredit,Laki-laki,21,5,Tidak,440000
TRX00774,2026-06-05,Jakarta,Smartphone,Samsung Galaxy A15,4700000,2,9400000,E-Wallet,Perempuan,29,4,Tidak,820000
TRX00775,2026-03-15,Surabaya,Laptop,Lenovo IdeaPad Slim 3,10250000,2,20500000,Tunai,Laki-laki,31,5,Tidak,590000
TRX00776,2026-01-23,Jakarta,Smartphone,Vivo V30,7100000,1,7100000,Kredit,Laki-laki,50,2,Tidak,950000
TRX00777,2026-05-16,Surabaya,Aksesoris,Mouse Wireless,1200000,1,1200000,E-Wallet,Perempuan,51,5,Tidak,540000
TRX00778,2026-03-24,Surabaya,Aksesoris,Headset Bluetooth,350000,6,2377000,Debit,Perempuan,53,4,Ya,540000
TRX00779,2026-04-03,Surabaya,Elektronik Rumah Tangga,Kipas Angin,6800000,1,6800000,Debit,Perempuan,34,3,Tidak,600000
TRX00780,2026-06-20,Surabaya,Laptop,HP 14,7200000,3,24776000,E-Wallet,Laki-laki,23,5,Ya,610000
TRX00781,2026-03-14,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,6000000,2,14171000,Kredit,Laki-laki,54,5,Ya,350000
TRX00782,2026-02-28,Surabaya,Aksesoris,Headset Bluetooth,100000,1,100000,Kredit,Laki-laki,51,4,Tidak,550000
TRX00783,2026-03-11,Jakarta,Aksesoris,Power Bank,150000,2,361000,Debit,Laki-laki,20,1,Ya,930000
TRX00784,2026-03-10,Jakarta,Smartphone,OPPO Reno 12,2250000,1,2552000,Kredit,Laki-laki,46,5,Ya,880000
TRX00785,2026-03-04,Malang,Laptop,Lenovo IdeaPad Slim 3,9900000,1,11516000,E-Wallet,Laki-laki,39,4,Ya,380000
TRX00786,2026-03-20,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",4800000,1,4800000,E-Wallet,Perempuan,49,2,Tidak,1040000
TRX00787,2026-04-27,Jakarta,Aksesoris,Keyboard Mechanical,250000,1,250000,E-Wallet,Perempuan,50,4,Tidak,1060000
TRX00788,2026-02-11,Malang,Smartphone,Xiaomi Redmi Note 14,11850000,5,73396000,Tunai,Laki-laki,56,5,Ya,410000
TRX00789,2026-03-03,Malang,Aksesoris,Power Bank,900000,2,1800000,E-Wallet,Perempuan,27,5,Tidak,500000
TRX00790,2026-04-02,Surabaya,Laptop,Lenovo IdeaPad Slim 3,16500000,1,16500000,Kredit,Perempuan,52,5,Tidak,600000
TRX00791,2026-02-13,Jakarta,Smartphone,Xiaomi Redmi Note 14,6300000,2,13832000,Tunai,Laki-laki,53,5,Ya,1010000
TRX00792,2026-05-24,Surabaya,Smartphone,Samsung Galaxy A15,9950000,1,11702000,Kredit,Laki-laki,55,4,Ya,580000
TRX00793,2026-02-18,Bandung,Laptop,HP 14,8950000,1,10763000,Tunai,Laki-laki,42,3,Ya,400000
TRX00794,2026-04-03,Malang,Laptop,HP 14,16250000,1,16250000,E-Wallet,Perempuan,38,4,Tidak,460000
TRX00795,2026-03-01,Jakarta,Laptop,HP 14,16350000,2,39971000,E-Wallet,Perempuan,52,5,Ya,750000
TRX00796,2026-03-31,Malang,Laptop,ASUS Vivobook 14,8300000,2,20472000,E-Wallet,Perempuan,41,5,Ya,560000
TRX00797,2026-05-21,Jakarta,Smartphone,Samsung Galaxy A15,8250000,1,9806000,E-Wallet,Perempuan,40,5,Ya,830000
TRX00798,2026-04-18,Jakarta,Smartphone,Vivo V30,5100000,2,10200000,E-Wallet,Laki-laki,43,4,Tidak,910000
TRX00799,2026-06-17,Malang,Laptop,Lenovo IdeaPad Slim 3,13400000,3,40200000,Tunai,Laki-laki,25,5,Tidak,330000
TRX00800,2026-05-25,Malang,Smartphone,Vivo V30,8050000,4,32200000,Kredit,Laki-laki,34,4,Tidak,430000
TRX00801,2026-06-28,Bandung,Smartphone,Xiaomi Redmi Note 14,10900000,2,21800000,Tunai,Laki-laki,56,4,Tidak,420000
TRX00802,2026-01-24,Bandung,Aksesoris,Mouse Wireless,250000,3,750000,Kredit,Perempuan,33,3,Tidak,400000
TRX00803,2026-04-02,Jakarta,Laptop,Lenovo IdeaPad Slim 3,13250000,1,13250000,Debit,Perempuan,23,4,Tidak,740000
TRX00804,2026-01-01,Jakarta,Smartphone,OPPO Reno 12,5500000,1,6579000,Debit,Laki-laki,30,5,Ya,740000
TRX00805,2026-05-06,Surabaya,Aksesoris,Headset Bluetooth,550000,2,1100000,E-Wallet,Perempuan,25,3,Tidak,710000
TRX00806,2026-01-21,Malang,Laptop,ASUS Vivobook 14,17000000,1,17000000,Debit,Perempuan,31,5,Tidak,470000
TRX00807,2026-03-19,Malang,Smartphone,Vivo V30,9050000,2,19141000,Debit,Laki-laki,40,2,Ya,460000
TRX00808,2026-05-15,Malang,Laptop,HP 14,16050000,1,18610000,Tunai,Perempuan,47,1,Ya,470000
TRX00809,2026-05-21,Jakarta,Laptop,Lenovo IdeaPad Slim 3,8700000,3,26100000,Kredit,Laki-laki,55,4,Tidak,860000
TRX00810,2026-03-20,Malang,Aksesoris,Headset Bluetooth,1050000,2,2100000,E-Wallet,Laki-laki,22,4,Tidak,400000
TRX00811,2026-06-20,Bandung,Smartphone,OPPO Reno 12,7000000,1,7000000,E-Wallet,Laki-laki,37,4,Tidak,370000
TRX00812,2026-03-07,Bandung,Aksesoris,Headset Bluetooth,600000,2,1269000,E-Wallet,Laki-laki,46,4,Ya,300000
TRX00813,2026-05-06,Malang,Smartphone,Vivo V30,11150000,1,11150000,Debit,Perempuan,45,5,Tidak,450000
TRX00814,2026-05-03,Jakarta,Elektronik Rumah Tangga,Kipas Angin,600000,1,600000,E-Wallet,Laki-laki,32,5,Tidak,830000
TRX00815,2026-03-06,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",7350000,2,14700000,Kredit,Perempuan,18,5,Tidak,780000
TRX00816,2026-05-20,Malang,Laptop,HP 14,17400000,3,52200000,Debit,Perempuan,52,5,Tidak,340000
TRX00817,2026-04-16,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,3500000,1,3500000,Kredit,Perempuan,33,4,Tidak,370000
TRX00818,2026-04-09,Surabaya,Smartphone,Samsung Galaxy A15,6650000,4,26600000,E-Wallet,Laki-laki,46,2,Tidak,620000
TRX00819,2026-01-18,Malang,Elektronik Rumah Tangga,"Smart TV 43""",1150000,1,1319000,E-Wallet,Perempuan,24,2,Ya,440000
TRX00820,2026-05-21,Malang,Elektronik Rumah Tangga,Kipas Angin,2050000,2,4100000,E-Wallet,Laki-laki,52,2,Tidak,410000
TRX00821,2026-05-03,Bandung,Smartphone,OPPO Reno 12,5450000,5,27250000,Kredit,Laki-laki,44,4,Tidak,360000
